objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb
cities465,"Spalding cabin (1837- ). Lapwai, Idaho.",1890,,First house known to be occupied by white family in Idaho. View towards southeast,Lapwai,46.449433,-116.817756,cabins,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-013-1a,,5x7 black and white mounted print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities465.jpg,image,/objects/cities465.jpg,/objects/small/cities465_sm.jpg,/objects/thumbs/cities465_th.jpg
cities466,"Spalding cabin (1837- ). Lapwai, Idaho.",1890,yes,,Lapwai,46.449422,-116.817722,cabins,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-013-1b,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities466.jpg,image,/objects/cities466.jpg,/objects/small/cities466_sm.jpg,/objects/thumbs/cities466_th.jpg
cities468,"Knights of Pythias, Grand Lodge of Idaho. Grangeville, Idaho.",1902-06-30,,"Copy of 5-117-7a, but photo enlarged without names",Grangeville,45.924944,-116.120148,fraternal lodges,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-07b,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities468.jpg,image,/objects/cities468.jpg,/objects/small/cities468_sm.jpg,/objects/thumbs/cities468_th.jpg
cities490,"Steer tying. Border Days. Grangeville, Idaho.",1915,,Photo was published as a postcard by W.H. Badgers,Grangeville,45.929374,-116.116806,cowboys; horses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-08b,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities490.jpg,image,/objects/cities490.jpg,/objects/small/cities490_sm.jpg,/objects/thumbs/cities490_th.jpg
cities520,"Farmers' Day. Aberdeen Sub-station. Aberdeen, Idaho.",1916,,,Aberdeen,42.946864,-112.829145,farms,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-015-1a,,3.5x11 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities520.jpg,image,/objects/cities520.jpg,/objects/small/cities520_sm.jpg,/objects/thumbs/cities520_th.jpg
cities523,"2nd Idaho State Fair. Grangeville, Idaho.",1902,,,Grangeville,45.929374,-116.116806,fairs,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-08f,Verna McGrane,4.5x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities523.jpg,image,/objects/cities523.jpg,/objects/small/cities523_sm.jpg,/objects/thumbs/cities523_th.jpg
cities524,"Panoramic view of Spalding, Idaho.",1870,,,Spalding,46.446832,-116.817375,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-016-2a,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities524.jpg,image,/objects/cities524.jpg,/objects/small/cities524_sm.jpg,/objects/thumbs/cities524_th.jpg
cities525,"Overland Hotel (1863-1903) on corner of 8th and Main Streets. Boise, Idaho.",1899,,,Boise,43.615626,-116.203358,hotels (public accommodations);,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-008-02a,Publications Dept.,3.75x9.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities525.jpg,image,/objects/cities525.jpg,/objects/small/cities525_sm.jpg,/objects/thumbs/cities525_th.jpg
cities533,"Panoramic view of Cottonwood, Idaho.",1877,,,Cottonwood,46.048492,-116.34959,panoramas; towns,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-017-1a,Glen Sanders,6.5x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities533.jpg,image,/objects/cities533.jpg,/objects/small/cities533_sm.jpg,/objects/thumbs/cities533_th.jpg
cities534,"World War I Veterans marching down street. Grangeville, Idaho.",1919,,,Grangeville,45.929802,-116.119925,soldiers; main streets;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-08g,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities534.jpg,image,/objects/cities534.jpg,/objects/small/cities534_sm.jpg,/objects/thumbs/cities534_th.jpg
cities543,"Cottonwood Public School [under construction?]. Cottonwood, Idaho.",1912,,Twelve men posed outside building,Cottonwood,46.051699,-116.351969,schools,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-017-4a,Mike Fritz,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities543.jpg,image,/objects/cities543.jpg,/objects/small/cities543_sm.jpg,/objects/thumbs/cities543_th.jpg
cities545,"Balloon launching. Grangeville, Idaho.",1900,,,Grangeville,45.929374,-116.116806,hot-air balloons,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-08e,Verna McGrane,4.5x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities545.jpg,image,/objects/cities545.jpg,/objects/small/cities545_sm.jpg,/objects/thumbs/cities545_th.jpg
cities548,"Site of Fort Hall, Idaho.",1920-06-13,,Bare streak to right shows ruins of east wall of old fort. Grove to left is where Jason Lee preached first sermon west of the Rocky Mtns.,Fort Hall,43.032677,-112.438777,automobiles; roads; rivers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-018-1b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities548.jpg,image,/objects/cities548.jpg,/objects/small/cities548_sm.jpg,/objects/thumbs/cities548_th.jpg
cities564,"Overland Hotel (1863-1903) on corner of 8th and Main Streets. Boise, Idaho.",1889,,,Boise,43.615626,-116.203358,hotels (public accommodations);,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-008-02,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities564.jpg,image,/objects/cities564.jpg,/objects/small/cities564_sm.jpg,/objects/thumbs/cities564_th.jpg
cities568,"Bull Moose Party float being pulled by horses. Grangeville, Idaho.",1912,,"Sign on float reads, 'Vote for Roosevelt and Martin.'",Grangeville,45.929802,-116.119925,floats,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-08i,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities568.jpg,image,/objects/cities568.jpg,/objects/small/cities568_sm.jpg,/objects/thumbs/cities568_th.jpg
cities586,"Electric Studio. Emmett, Idaho.",1915,,"Interior showing camera and background props. Arthur M. and Frank W. Welchel, proprietors",Emmet,43.873909,-116.499104,interiors; showrooms,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-043-2a,David L. Whelchel,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities586.jpg,image,/objects/cities586.jpg,/objects/small/cities586_sm.jpg,/objects/thumbs/cities586_th.jpg
cities587,"A.M. Whelchel Studio. Emmett, Idaho",1911,,"Harold, son of A.M. Whelchel, holding camera. Also shows film, tables, chemicals, etc.",Emmet,43.873909,-116.499104,interiors; photography studios (organizations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-043-3a,David L. Whelchel,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities587.jpg,image,/objects/cities587.jpg,/objects/small/cities587_sm.jpg,/objects/thumbs/cities587_th.jpg
cities601,"West end of Main Street. Grangeville, Idaho.",1912,,,Grangeville,45.926757,-116.128278,main streets,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-117-10,,6.5x8.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities601.jpg,image,/objects/cities601.jpg,/objects/small/cities601_sm.jpg,/objects/thumbs/cities601_th.jpg
cities604,"Creamery. McDermott, Idaho.",1919,yes,Railroad tracks in foreground,McDermott,43.329466,-116.472738,exteriors; business enterprises,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-050-1a,,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities604.jpg,image,/objects/cities604.jpg,/objects/small/cities604_sm.jpg,/objects/thumbs/cities604_th.jpg
cities607,"Creamery. Meridian, Idaho.",1920,yes,,Meridian,43.609292,-116.39298,exteriors; business enterprises,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-052-1a,,3.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities607.jpg,image,/objects/cities607.jpg,/objects/small/cities607_sm.jpg,/objects/thumbs/cities607_th.jpg
cities609,"Mr. and Mrs. Harry Miller's buggy. St. Joe, Idaho.",1895,yes,Buggy used by Millers for many years to get from their home to town,St. Joe,46.903244,-116.51001,horse-drawn vehicles,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-055-1a,,3.5x5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities609.jpg,image,/objects/cities609.jpg,/objects/small/cities609_sm.jpg,/objects/thumbs/cities609_th.jpg
cities610,"Print from book? Of L.P. Brown Hotel. Mount Idaho, Idaho.",1894,yes,First Republican convention in Idaho held at hotel in 1863,Mount Idaho,45.90362,-116.51062,drawings,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-056-1a,H.L. Talkington,4.5x5.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities610.jpg,image,/objects/cities610.jpg,/objects/small/cities610_sm.jpg,/objects/thumbs/cities610_th.jpg
cities611,"Courthouse. Mount Idaho, Idaho.",1892,yes,,Mount Idaho,45.903776,-116.082087,courthouses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-056-2a,,4x5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities611.jpg,image,/objects/cities611.jpg,/objects/small/cities611_sm.jpg,/objects/thumbs/cities611_th.jpg
cities613,"Idaho County Courthouse. Mount Idaho, Idaho.",1920,yes,,Mount Idaho,45.903788,-116.082077,courthouses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-056-2b,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities613.jpg,image,/objects/cities613.jpg,/objects/small/cities613_sm.jpg,/objects/thumbs/cities613_th.jpg
cities616,Judge Joseph K. Vincent home (1822- ). Mount Idaho. Idaho.,1901,,,Mount Idaho,45.903799,-116.082099,exteriors; houses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-056-3b,Verna McGrane,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities616.jpg,image,/objects/cities616.jpg,/objects/small/cities616_sm.jpg,/objects/thumbs/cities616_th.jpg
cities620,"Horses moving logs by sled. Above Elk River, Idaho on tributary of Clearwater.",1918-06-01,yes,,Elk River,46.787976,-116.179497,loggers; horses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1a,,4.5x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities620.jpg,image,/objects/cities620.jpg,/objects/small/cities620_sm.jpg,/objects/thumbs/cities620_th.jpg
cities621,"Cutting timber in about ten feet of snow. Near Hunicker Logging Camp above Elk River, Idaho.",1920,,,Elk River,46.78738,-116.180339,loggers,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1b,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities621.jpg,image,/objects/cities621.jpg,/objects/small/cities621_sm.jpg,/objects/thumbs/cities621_th.jpg
cities622,"Loggers and living quarters at Hunicker Logging Camp. Near Elk River, Idaho.",1920,yes,Photographer taking pictures for a union (probably I.W.W.),Elk River,46.78788,-116.180388,loggers; logging camps,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1c,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities622.jpg,image,/objects/cities622.jpg,/objects/small/cities622_sm.jpg,/objects/thumbs/cities622_th.jpg
cities625,"Loggers and living quarters at Hunicker Logging Camp. Near Elk River, Idaho.",1920,yes,,Elk River,46.78799,-116.180399,loggers; logging camps,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1d,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities625.jpg,image,/objects/cities625.jpg,/objects/small/cities625_sm.jpg,/objects/thumbs/cities625_th.jpg
cities626,"Clearing and cottage of timber claim. Basin about 12 miles northeast of Elk River, Idaho.",1900,,,Elk River,46.78777,-116.180377,homesteads,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1e,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities626.jpg,image,/objects/cities626.jpg,/objects/small/cities626_sm.jpg,/objects/thumbs/cities626_th.jpg
cities627,"Men standing by carpenters shop. Logging camp near Elk River, Idaho.",1920,yes,Box filled with water in day and poured on roads at night to freeze so horses could pull sleds easier,Elk River,46.78766,-116.180366,logging camps,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-058-1f,,4.75x6.75 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,cities627.jpg,image,/objects/cities627.jpg,/objects/small/cities627_sm.jpg,/objects/thumbs/cities627_th.jpg
cities634,"Schmidt Brothers Lumber Co. camp. Eileen, Idaho.",1919,,"Shows stack of logs, log pond and team of horses",Eileen,48.776546,-116.1632,lumber yards; horses,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-118-1b,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities634.jpg,image,/objects/cities634.jpg,/objects/small/cities634_sm.jpg,/objects/thumbs/cities634_th.jpg
cities660,"Bunker Hill and Sullivan Company Smelter. Kellogg, Idaho",1917-05-01,,,Kellogg,47.542367,-116.15819,smelters (metalworking plants),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-059-9,,3.5x5.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities660.jpg,image,/objects/cities660.jpg,/objects/small/cities660_sm.jpg,/objects/thumbs/cities660_th.jpg
cities662,"View looking down into Mullan, Idaho.",1890,,,Mullan,47.470208,-115.801825,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-01,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities662.jpg,image,/objects/cities662.jpg,/objects/small/cities662_sm.jpg,/objects/thumbs/cities662_th.jpg
cities664,"View of business district. Mullan, Idaho.",1890,yes,,Mullan,47.470211,-115.801811,main streets; central business district,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-02,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities664.jpg,image,/objects/cities664.jpg,/objects/small/cities664_sm.jpg,/objects/thumbs/cities664_th.jpg
cities665,"Panoramic view of Mullan, Idaho.",1908,,,Mullan,47.470222,-115.801822,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-03,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities665.jpg,image,/objects/cities665.jpg,/objects/small/cities665_sm.jpg,/objects/thumbs/cities665_th.jpg
cities666,"Panoramic view of Mullan, Idaho.",1908,,,Mullan,47.470233,-115.801833,panoramas; towns; mountains,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-04,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities666.jpg,image,/objects/cities666.jpg,/objects/small/cities666_sm.jpg,/objects/thumbs/cities666_th.jpg
cities669,"Street scene. Mullan, Idaho.",1908,yes,,Mullan,47.470244,-115.801844,main streets; central business district,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-05,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities669.jpg,image,/objects/cities669.jpg,/objects/small/cities669_sm.jpg,/objects/thumbs/cities669_th.jpg
cities671,"Stores on Earl Avenue. Mullan, Idaho.",1908,yes,,Mullan,47.470694,-115.794076,main streets; central business district,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-06,,5.25x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities671.jpg,image,/objects/cities671.jpg,/objects/small/cities671_sm.jpg,/objects/thumbs/cities671_th.jpg
cities672,"Copper King Mining Company plant. Mullan, Idaho.",1909,yes,,Mullan,47.522039,-115.778534,mines,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-07,,5.25x7.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities672.jpg,image,/objects/cities672.jpg,/objects/small/cities672_sm.jpg,/objects/thumbs/cities672_th.jpg
cities674,"Underground drilling crew. Copper King Mining Company. Mullan, Idaho.",1909,,,Mullan,47.522044,-115.778544,miners; mines,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-08,,6x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities674.jpg,image,/objects/cities674.jpg,/objects/small/cities674_sm.jpg,/objects/thumbs/cities674_th.jpg
cities675,"Snowstorm Hotel. Mullan, Idaho.",1909,yes,,Mullan,47.475991,-115.803387,hotels (public accommodations),"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-060-09,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,cities675.jpg,image,/objects/cities675.jpg,/objects/small/cities675_sm.jpg,/objects/thumbs/cities675_th.jpg
